Date	Split/Skill	Time	CALLSOFFERED	AHT	SLA %	Sch	Needed	Aban Calls	Held Calls
10/01/2025	BlueNet_Premium_EN	00:00:00	25	349	99.0	10	10.0	0	0
10/01/2025	BlueNet_Premium_EN	00:15:00	44	325	99.0	16	16.0	0	0
10/01/2025	BlueNet_Premium_EN	00:30:00	43	351	99.0	17	17.0	0	0
10/01/2025	BlueNet_Premium_EN	00:45:00	77	378	99.0	32	32.0	0	0
10/01/2025	BlueNet_Premium_EN	01:00:00	25	351	99.0	10	10.0	0	0
10/01/2025	BlueNet_Premium_EN	01:15:00	26	338	96.8	10	10.0	0	0
10/01/2025	BlueNet_Premium_EN	01:30:00	25	353	99.0	10	10.0	0	0
10/01/2025	BlueNet_Premium_EN	01:45:00	25	371	99.0	10	10.0	0	0
10/01/2025	BlueNet_Premium_EN	02:00:00	54	326	99.0	20	20.0	0	0
10/01/2025	BlueNet_Premium_EN	02:15:00	25	334	94.2	9	9.0	0	0
10/01/2025	BlueNet_Premium_EN	02:30:00	50	363	99.0	20	20.0	0	0
10/01/2025	BlueNet_Premium_EN	02:45:00	46	328	99.0	17	17.0	0	0
10/01/2025	BlueNet_Premium_EN	03:00:00	58	408	94.3	26	26.0	0	0
10/01/2025	BlueNet_Premium_EN	03:15:00	46	356	98.9	18	18.0	0	0
10/01/2025	BlueNet_Premium_EN	03:30:00	48	337	99.0	18	18.0	0	0
10/01/2025	BlueNet_Premium_EN	03:45:00	69	339	99.0	26	26.0	0	0
10/01/2025	BlueNet_Premium_EN	04:00:00	88	347	99.0	34	34.0	1	0
10/01/2025	BlueNet_Premium_EN	04:15:00	58	345	99.0	22	22.0	0	0
10/01/2025	BlueNet_Premium_EN	04:30:00	98	307	99.0	33	33.0	1	0
10/01/2025	BlueNet_Premium_EN	04:45:00	98	391	99.0	43	43.0	0	0
10/01/2025	BlueNet_Premium_EN	05:00:00	148	359	97.1	59	59.0	1	0
10/01/2025	BlueNet_Premium_EN	05:15:00	110	359	98.3	44	44.0	1	0
10/01/2025	BlueNet_Premium_EN	05:30:00	101	380	99.0	43	43.0	1	1
10/01/2025	BlueNet_Premium_EN	05:45:00	198	333	94.6	73	73.0	1	1
10/01/2025	BlueNet_Premium_EN	06:00:00	60	341	96.4	23	23.0	0	0
10/01/2025	BlueNet_Premium_EN	06:15:00	183	371	94.9	75	75.0	1	1
10/01/2025	BlueNet_Premium_EN	06:30:00	178	358	96.7	71	71.0	1	1
10/01/2025	BlueNet_Premium_EN	06:45:00	116	368	99.0	47	47.0	0	1
10/01/2025	BlueNet_Premium_EN	07:00:00	205	357	97.3	81	81.0	1	0
10/01/2025	BlueNet_Premium_EN	07:15:00	184	353	96.8	72	72.0	1	1
10/01/2025	BlueNet_Premium_EN	07:30:00	163	395	99.0	72	72.0	1	0
10/01/2025	BlueNet_Premium_EN	07:45:00	141	386	98.4	60	60.0	1	0
10/01/2025	BlueNet_Premium_EN	08:00:00	211	300	99.0	70	70.0	1	0
10/01/2025	BlueNet_Premium_EN	08:15:00	170	397	97.8	75	75.0	1	1
10/01/2025	BlueNet_Premium_EN	08:30:00	151	413	94.4	69	69.0	1	0
10/01/2025	BlueNet_Premium_EN	08:45:00	195	390	99.0	84	84.0	1	0
10/01/2025	BlueNet_Premium_EN	09:00:00	196	354	95.3	77	77.0	1	0
10/01/2025	BlueNet_Premium_EN	09:15:00	220	342	98.6	84	84.0	1	1
10/01/2025	BlueNet_Premium_EN	09:30:00	216	378	97.9	91	91.0	1	0
10/01/2025	BlueNet_Premium_EN	09:45:00	271	344	99.0	104	104.0	1	1
10/01/2025	BlueNet_Premium_EN	10:00:00	256	368	98.4	105	105.0	1	0
10/01/2025	BlueNet_Premium_EN	10:15:00	228	359	99.0	91	91.0	1	1
10/01/2025	BlueNet_Premium_EN	10:30:00	204	390	95.2	88	88.0	0	1
10/01/2025	BlueNet_Premium_EN	10:45:00	283	350	99.0	110	110.0	3	1
10/01/2025	BlueNet_Premium_EN	11:00:00	271	348	96.5	105	105.0	2	1
10/01/2025	BlueNet_Premium_EN	11:15:00	341	369	99.0	140	140.0	2	1
10/01/2025	BlueNet_Premium_EN	11:30:00	254	408	99.0	115	115.0	2	0
10/01/2025	BlueNet_Premium_EN	11:45:00	306	362	99.0	123	123.0	2	2
10/01/2025	BlueNet_Premium_EN	12:00:00	262	349	99.0	102	102.0	2	1
10/01/2025	BlueNet_Premium_EN	12:15:00	248	381	94.4	105	105.0	1	1
10/01/2025	BlueNet_Premium_EN	12:30:00	189	377	99.0	79	79.0	1	1
10/01/2025	BlueNet_Premium_EN	12:45:00	270	336	98.5	101	101.0	1	0
10/01/2025	BlueNet_Premium_EN	13:00:00	211	346	99.0	81	81.0	1	1
10/01/2025	BlueNet_Premium_EN	13:15:00	221	387	99.0	95	95.0	1	1
10/01/2025	BlueNet_Premium_EN	13:30:00	235	370	99.0	97	97.0	1	0
10/01/2025	BlueNet_Premium_EN	13:45:00	224	300	96.3	75	75.0	2	1
10/01/2025	BlueNet_Premium_EN	14:00:00	173	372	97.9	72	72.0	1	1
10/01/2025	BlueNet_Premium_EN	14:15:00	198	383	99.0	84	84.0	1	1
10/01/2025	BlueNet_Premium_EN	14:30:00	257	339	96.1	97	97.0	2	2
10/01/2025	BlueNet_Premium_EN	14:45:00	243	376	94.2	102	102.0	2	1
10/01/2025	BlueNet_Premium_EN	15:00:00	239	406	97.5	108	108.0	2	1
10/01/2025	BlueNet_Premium_EN	15:15:00	214	369	99.0	88	88.0	1	1
10/01/2025	BlueNet_Premium_EN	15:30:00	227	344	99.0	87	87.0	2	1
10/01/2025	BlueNet_Premium_EN	15:45:00	205	346	98.1	79	79.0	1	1
10/01/2025	BlueNet_Premium_EN	16:00:00	184	360	95.5	74	74.0	1	0
10/01/2025	BlueNet_Premium_EN	16:15:00	227	369	98.9	93	93.0	2	0
10/01/2025	BlueNet_Premium_EN	16:30:00	168	361	99.0	67	67.0	1	0
10/01/2025	BlueNet_Premium_EN	16:45:00	142	372	99.0	59	59.0	1	0
10/01/2025	BlueNet_Premium_EN	17:00:00	208	356	99.0	82	82.0	2	0
10/01/2025	BlueNet_Premium_EN	17:15:00	202	364	99.0	82	82.0	2	1
10/01/2025	BlueNet_Premium_EN	17:30:00	91	384	99.0	39	39.0	0	0
10/01/2025	BlueNet_Premium_EN	17:45:00	166	333	98.4	61	61.0	1	1
10/01/2025	BlueNet_Premium_EN	18:00:00	60	362	99.0	24	24.0	0	0
10/01/2025	BlueNet_Premium_EN	18:15:00	167	362	98.1	67	67.0	2	1
10/01/2025	BlueNet_Premium_EN	18:30:00	86	383	98.3	37	37.0	0	0
10/01/2025	BlueNet_Premium_EN	18:45:00	142	354	99.0	56	56.0	1	1
10/01/2025	BlueNet_Premium_EN	19:00:00	84	376	99.0	35	35.0	0	0
10/01/2025	BlueNet_Premium_EN	19:15:00	112	387	98.1	48	48.0	1	0
10/01/2025	BlueNet_Premium_EN	19:30:00	42	313	99.0	15	15.0	0	0
10/01/2025	BlueNet_Premium_EN	19:45:00	76	389	99.0	33	33.0	1	0
10/01/2025	BlueNet_Premium_EN	20:00:00	78	335	99.0	29	29.0	0	0
10/01/2025	BlueNet_Premium_EN	20:15:00	109	332	98.3	40	40.0	1	0
10/01/2025	BlueNet_Premium_EN	20:30:00	134	300	99.0	45	45.0	1	1
10/01/2025	BlueNet_Premium_EN	20:45:00	84	339	99.0	32	32.0	0	0
10/01/2025	BlueNet_Premium_EN	21:00:00	68	359	99.0	27	27.0	1	0
10/01/2025	BlueNet_Premium_EN	21:15:00	25	350	99.0	10	10.0	0	0
10/01/2025	BlueNet_Premium_EN	21:30:00	25	348	99.0	10	10.0	0	0
10/01/2025	BlueNet_Premium_EN	21:45:00	50	332	99.0	18	18.0	0	0
10/01/2025	BlueNet_Premium_EN	22:00:00	44	381	99.0	19	19.0	0	0
10/01/2025	BlueNet_Premium_EN	22:15:00	58	383	99.0	25	25.0	0	0
10/01/2025	BlueNet_Premium_EN	22:30:00	59	370	99.0	24	24.0	0	0
10/01/2025	BlueNet_Premium_EN	22:45:00	44	312	99.0	15	15.0	0	0
10/01/2025	BlueNet_Premium_EN	23:00:00	25	416	98.2	12	12.0	0	0
10/01/2025	BlueNet_Premium_EN	23:15:00	60	363	99.0	24	24.0	0	0
10/01/2025	BlueNet_Premium_EN	23:30:00	25	373	99.0	10	10.0	0	0
10/01/2025	BlueNet_Premium_EN	23:45:00	25	322	99.0	9	9.0	0	0
10/01/2025	BlueNet_Medium_AR	00:00:00	54	369	99.0	22	22.0	0	0
10/01/2025	BlueNet_Medium_AR	00:15:00	39	357	99.0	15	15.0	0	0
10/01/2025	BlueNet_Medium_AR	00:30:00	17	365	99.0	7	7.0	0	0
10/01/2025	BlueNet_Medium_AR	00:45:00	17	366	99.0	7	7.0	0	0
10/01/2025	BlueNet_Medium_AR	01:00:00	17	341	99.0	6	6.0	0	0
10/01/2025	BlueNet_Medium_AR	01:15:00	57	346	99.0	22	22.0	1	0
