Date	Split/Skill	Time	CALLSOFFERED	AHT	SLA %	Sch	Needed	Aban Calls	Held Calls
10/06/2025	BlueNet_Premium_EN	00:00:00	14	390	99.0	6	6.0	0	0
10/06/2025	BlueNet_Premium_EN	00:15:00	14	393	96.1	6	6.0	0	0
10/06/2025	BlueNet_Premium_EN	00:30:00	14	350	93.7	5	5.0	0	0
10/06/2025	BlueNet_Premium_EN	00:45:00	14	343	95.4	5	5.0	0	0
10/06/2025	BlueNet_Premium_EN	01:00:00	14	351	96.6	5	5.0	0	0
10/06/2025	BlueNet_Premium_EN	01:15:00	14	383	99.0	6	6.0	0	0
10/06/2025	BlueNet_Premium_EN	01:30:00	14	389	99.0	6	6.0	0	0
10/06/2025	BlueNet_Premium_EN	01:45:00	25	353	99.0	10	10.0	0	0
10/06/2025	BlueNet_Premium_EN	02:00:00	14	388	97.3	6	6.0	0	0
10/06/2025	BlueNet_Premium_EN	02:15:00	26	354	99.0	10	10.0	0	0
10/06/2025	BlueNet_Premium_EN	02:30:00	14	364	99.0	6	6.0	0	0
10/06/2025	BlueNet_Premium_EN	02:45:00	14	348	99.0	5	5.0	0	0
10/06/2025	BlueNet_Premium_EN	03:00:00	47	410	97.0	21	21.0	0	0
10/06/2025	BlueNet_Premium_EN	03:15:00	47	406	99.0	21	21.0	0	0
10/06/2025	BlueNet_Premium_EN	03:30:00	48	379	99.0	20	20.0	0	0
10/06/2025	BlueNet_Premium_EN	03:45:00	31	353	99.0	12	12.0	0	0
10/06/2025	BlueNet_Premium_EN	04:00:00	23	317	99.0	8	8.0	0	0
10/06/2025	BlueNet_Premium_EN	04:15:00	36	361	96.4	14	14.0	0	0
10/06/2025	BlueNet_Premium_EN	04:30:00	49	374	99.0	20	20.0	0	0
10/06/2025	BlueNet_Premium_EN	04:45:00	27	324	99.0	10	10.0	0	0
10/06/2025	BlueNet_Premium_EN	05:00:00	68	403	90.6	30	30.0	0	0
10/06/2025	BlueNet_Premium_EN	05:15:00	94	395	97.8	41	41.0	0	0
10/06/2025	BlueNet_Premium_EN	05:30:00	60	337	99.0	22	22.0	0	0
10/06/2025	BlueNet_Premium_EN	05:45:00	71	363	99.0	29	29.0	0	0
10/06/2025	BlueNet_Premium_EN	06:00:00	114	365	99.0	46	46.0	1	1
10/06/2025	BlueNet_Premium_EN	06:15:00	94	358	99.0	37	37.0	1	0
10/06/2025	BlueNet_Premium_EN	06:30:00	89	366	99.0	36	36.0	0	0
10/06/2025	BlueNet_Premium_EN	06:45:00	76	344	97.5	29	29.0	0	0
10/06/2025	BlueNet_Premium_EN	07:00:00	113	356	99.0	45	45.0	1	0
10/06/2025	BlueNet_Premium_EN	07:15:00	97	363	98.6	39	39.0	0	0
10/06/2025	BlueNet_Premium_EN	07:30:00	105	344	93.4	40	40.0	1	0
10/06/2025	BlueNet_Premium_EN	07:45:00	49	378	99.0	21	21.0	0	0
10/06/2025	BlueNet_Premium_EN	08:00:00	128	360	96.5	51	51.0	0	0
10/06/2025	BlueNet_Premium_EN	08:15:00	113	347	94.8	44	44.0	1	0
10/06/2025	BlueNet_Premium_EN	08:30:00	100	337	93.9	37	37.0	1	1
10/06/2025	BlueNet_Premium_EN	08:45:00	135	375	99.0	56	56.0	0	1
10/06/2025	BlueNet_Premium_EN	09:00:00	128	362	99.0	51	51.0	1	1
10/06/2025	BlueNet_Premium_EN	09:15:00	142	341	98.0	54	54.0	1	1
10/06/2025	BlueNet_Premium_EN	09:30:00	110	352	99.0	43	43.0	1	1
10/06/2025	BlueNet_Premium_EN	09:45:00	116	351	99.0	45	45.0	1	0
10/06/2025	BlueNet_Premium_EN	10:00:00	120	381	99.0	51	51.0	0	1
10/06/2025	BlueNet_Premium_EN	10:15:00	114	398	96.6	50	50.0	1	0
10/06/2025	BlueNet_Premium_EN	10:30:00	127	356	99.0	50	50.0	0	0
10/06/2025	BlueNet_Premium_EN	10:45:00	150	369	99.0	62	62.0	1	1
10/06/2025	BlueNet_Premium_EN	11:00:00	120	375	99.0	50	50.0	1	0
10/06/2025	BlueNet_Premium_EN	11:15:00	143	331	99.0	53	53.0	0	0
10/06/2025	BlueNet_Premium_EN	11:30:00	94	361	99.0	38	38.0	0	0
10/06/2025	BlueNet_Premium_EN	11:45:00	146	371	97.6	60	60.0	1	1
10/06/2025	BlueNet_Premium_EN	12:00:00	146	373	99.0	61	61.0	1	0
10/06/2025	BlueNet_Premium_EN	12:15:00	128	353	99.0	50	50.0	1	0
10/06/2025	BlueNet_Premium_EN	12:30:00	125	327	99.0	45	45.0	1	1
10/06/2025	BlueNet_Premium_EN	12:45:00	156	372	99.0	64	64.0	1	1
10/06/2025	BlueNet_Premium_EN	13:00:00	112	365	99.0	45	45.0	0	0
10/06/2025	BlueNet_Premium_EN	13:15:00	168	380	99.0	71	71.0	1	1
10/06/2025	BlueNet_Premium_EN	13:30:00	131	307	99.0	45	45.0	1	0
10/06/2025	BlueNet_Premium_EN	13:45:00	120	360	96.0	48	48.0	1	1
10/06/2025	BlueNet_Premium_EN	14:00:00	94	351	98.2	37	37.0	1	0
10/06/2025	BlueNet_Premium_EN	14:15:00	141	347	99.0	54	54.0	0	1
10/06/2025	BlueNet_Premium_EN	14:30:00	127	329	97.7	46	46.0	1	0
10/06/2025	BlueNet_Premium_EN	14:45:00	135	335	99.0	50	50.0	1	0
10/06/2025	BlueNet_Premium_EN	15:00:00	148	363	97.0	60	60.0	1	1
10/06/2025	BlueNet_Premium_EN	15:15:00	101	341	97.6	38	38.0	1	1
10/06/2025	BlueNet_Premium_EN	15:30:00	105	335	98.3	39	39.0	1	0
10/06/2025	BlueNet_Premium_EN	15:45:00	90	358	99.0	36	36.0	0	0
10/06/2025	BlueNet_Premium_EN	16:00:00	91	339	99.0	34	34.0	1	0
10/06/2025	BlueNet_Premium_EN	16:15:00	125	358	99.0	50	50.0	0	0
10/06/2025	BlueNet_Premium_EN	16:30:00	116	357	94.8	46	46.0	0	0
10/06/2025	BlueNet_Premium_EN	16:45:00	98	364	94.9	40	40.0	1	0
10/06/2025	BlueNet_Premium_EN	17:00:00	103	336	97.8	38	38.0	1	0
10/06/2025	BlueNet_Premium_EN	17:15:00	125	381	99.0	53	53.0	1	0
10/06/2025	BlueNet_Premium_EN	17:30:00	76	378	99.0	32	32.0	1	0
10/06/2025	BlueNet_Premium_EN	17:45:00	97	358	99.0	39	39.0	1	0
10/06/2025	BlueNet_Premium_EN	18:00:00	89	368	96.6	36	36.0	0	0
10/06/2025	BlueNet_Premium_EN	18:15:00	56	370	99.0	23	23.0	1	0
10/06/2025	BlueNet_Premium_EN	18:30:00	65	373	97.2	27	27.0	1	0
10/06/2025	BlueNet_Premium_EN	18:45:00	50	372	99.0	21	21.0	0	0
10/06/2025	BlueNet_Premium_EN	19:00:00	91	371	99.0	38	38.0	1	0
10/06/2025	BlueNet_Premium_EN	19:15:00	32	367	93.2	13	13.0	0	0
10/06/2025	BlueNet_Premium_EN	19:30:00	14	369	99.0	6	6.0	0	0
10/06/2025	BlueNet_Premium_EN	19:45:00	16	306	91.3	5	5.0	0	0
10/06/2025	BlueNet_Premium_EN	20:00:00	33	331	96.2	12	12.0	0	0
10/06/2025	BlueNet_Premium_EN	20:15:00	47	373	99.0	19	19.0	0	0
10/06/2025	BlueNet_Premium_EN	20:30:00	14	333	97.0	5	5.0	0	0
10/06/2025	BlueNet_Premium_EN	20:45:00	40	360	99.0	16	16.0	0	0
10/06/2025	BlueNet_Premium_EN	21:00:00	39	339	99.0	15	15.0	0	0
10/06/2025	BlueNet_Premium_EN	21:15:00	21	365	99.0	9	9.0	0	0
10/06/2025	BlueNet_Premium_EN	21:30:00	23	300	96.4	8	8.0	0	0
10/06/2025	BlueNet_Premium_EN	21:45:00	35	366	98.5	14	14.0	0	0
10/06/2025	BlueNet_Premium_EN	22:00:00	28	356	96.8	11	11.0	0	0
10/06/2025	BlueNet_Premium_EN	22:15:00	23	335	99.0	9	9.0	0	0
10/06/2025	BlueNet_Premium_EN	22:30:00	14	382	98.3	6	6.0	0	0
10/06/2025	BlueNet_Premium_EN	22:45:00	14	402	99.0	6	6.0	0	0
10/06/2025	BlueNet_Premium_EN	23:00:00	14	306	99.0	5	5.0	0	0
10/06/2025	BlueNet_Premium_EN	23:15:00	28	343	99.0	11	11.0	0	0
10/06/2025	BlueNet_Premium_EN	23:30:00	14	322	99.0	5	5.0	0	0
10/06/2025	BlueNet_Premium_EN	23:45:00	44	315	99.0	15	15.0	0	0
10/06/2025	BlueNet_Medium_AR	00:00:00	12	388	99.0	5	5.0	0	0
10/06/2025	BlueNet_Medium_AR	00:15:00	13	360	95.7	5	5.0	0	0
10/06/2025	BlueNet_Medium_AR	00:30:00	19	360	99.0	8	8.0	0	0
10/06/2025	BlueNet_Medium_AR	00:45:00	31	374	99.0	13	13.0	0	0
10/06/2025	BlueNet_Medium_AR	01:00:00	12	404	98.4	5	5.0	0	0
10/06/2025	BlueNet_Medium_AR	01:15:00	12	362	94.4	5	5.0	0	0
10/06/2025	BlueNet_Medium_AR	01:30:00	51	322	98.7	18	18.0	0	0
10/06/2025	BlueNet_Medium_AR	01:45:00	48	389	99.0	21	21.0	0	0
10/06/2025	BlueNet_Medium_AR	02:00:00	12	326	99.0	4	4.0	0	0
10/06/2025	BlueNet_Medium_AR	02:15:00	41	347	99.0	16	16.0	0	0
10/06/2025	BlueNet_Medium_AR	02:30:00	61	389	99.0	26	26.0	1	0
10/06/2025	BlueNet_Medium_AR	02:45:00	48	351	99.0	19	19.0	0	0
10/06/2025	BlueNet_Medium_AR	03:00:00	14	345	99.0	5	5.0	0	0
10/06/2025	BlueNet_Medium_AR	03:15:00	31	367	99.0	13	13.0	0	0
10/06/2025	BlueNet_Medium_AR	03:30:00	12	360	97.3	5	5.0	0	0
10/06/2025	BlueNet_Medium_AR	03:45:00	18	342	99.0	7	7.0	0	0
10/06/2025	BlueNet_Medium_AR	04:00:00	38	381	99.0	16	16.0	0	0
10/06/2025	BlueNet_Medium_AR	04:15:00	45	390	91.1	20	20.0	0	0
10/06/2025	BlueNet_Medium_AR	04:30:00	32	394	96.9	14	14.0	0	0
10/06/2025	BlueNet_Medium_AR	04:45:00	12	373	99.0	5	5.0	0	0
10/06/2025	BlueNet_Medium_AR	05:00:00	54	342	99.0	21	21.0	1	0
